z,vz,Rcyl,phi,vRcyl,vphi,age,mass,feh,oh,ch,mgh,ofe,cfe,mgfe,IsMigratorInt
-0.013,44.306,0.088,347.928,50.838,329.89,2.697,10139.487,0.159,0.609,0.524,0.37,0.451,0.365,0.211,0
0.172,195.394,0.229,96.776,-47.559,-64.407,8.489,4879.891,-0.503,-0.072,-0.254,-0.233,0.431,0.249,0.27,0
0.249,-86.638,1.933,326.077,-124.971,63.688,6.46,5311.338,-0.312,0.127,-0.034,-0.042,0.439,0.278,0.27,0
0.009,34.702,0.299,337.469,-152.741,-77.829,7.994,6080.009,-0.32,-0.029,-0.079,-0.185,0.291,0.241,0.135,0
-0.187,-64.011,1.748,30.618,48.534,221.464,2.088,5210.776,0.116,0.578,0.479,0.339,0.462,0.364,0.223,0
0.073,80.223,0.183,122.873,157.204,11.162,8.248,5097.356,-0.43,-0.026,-0.156,-0.185,0.404,0.273,0.245,0
0.341,-29.576,6.348,208.715,123.751,176.942,5.364,6919.104,-0.119,0.333,0.181,0.147,0.453,0.301,0.266,0
-0.2,143.124,0.475,342.233,-114.108,201.188,5.115,5049.859,0.002,0.443,0.342,0.239,0.441,0.339,0.237,0
0.047,-128.061,0.148,296.714,-119.304,-84.509,3.461,10554.137,0.206,0.634,0.562,0.397,0.428,0.356,0.191,0
0.059,57.862,0.279,68.319,204.605,126.439,9.123,5217.907,-0.517,-0.101,-0.228,-0.259,0.416,0.289,0.258,0
0.478,-11.095,3.027,113.583,-47.763,229.795,7.143,5969.411,-0.337,0.102,-0.066,-0.063,0.44,0.272,0.274,0
0.451,-84.696,0.548,305.686,188.031,183.241,7.078,4602.808,-0.224,0.258,0.072,0.087,0.481,0.296,0.311,0
0.133,130.355,0.86,343.534,66.837,353.746,7.414,5432.161,-0.376,0.07,-0.096,-0.094,0.446,0.28,0.282,0
0.18,-126.343,0.26,306.432,-120.574,128.133,2.148,7450.519,0.187,0.64,0.561,0.392,0.453,0.374,0.206,0
0.339,-8.852,8.598,154.493,21.248,116.59,1.912,10278.233,0.024,0.492,0.364,0.267,0.468,0.341,0.244,1
0.411,223.594,2.414,201.59,61.955,-347.587,9.669,5020.908,-1.136,-0.664,-0.85,-0.835,0.472,0.286,0.302,1
0.134,-102.566,1.778,94.843,55.628,166.589,3.753,10707.739,0.143,0.586,0.492,0.359,0.444,0.349,0.216,0
-0.217,21.804,1.511,70.272,-158.889,271.111,2.966,7669.108,0.178,0.624,0.543,0.385,0.446,0.364,0.207,0
-0.088,40.499,3.22,81.257,-24.685,70.916,5.325,5062.155,-0.159,0.294,0.123,0.11,0.453,0.282,0.269,0
-0.341,-53.133,1.257,89.759,6.226,349.478,1.502,6074.696,0.134,0.599,0.511,0.354,0.466,0.377,0.221,0
0.032,-10.994,1.284,356.977,-220.512,116.763,6.447,4564.719,-0.248,0.199,0.03,0.027,0.447,0.278,0.275,0
0.039,2.118,1.694,163.0,-92.283,206.964,0.901,6038.146,0.251,0.705,0.652,0.442,0.454,0.401,0.191,0
-0.058,10.075,1.983,64.352,24.779,155.359,0.899,6074.685,0.212,0.673,0.604,0.417,0.461,0.392,0.204,0
-0.345,196.938,5.397,106.641,-98.325,-20.11,10.259,4375.363,-0.846,-0.319,-0.665,-0.489,0.527,0.182,0.357,0
0.18,-170.421,6.931,16.285,-7.528,-149.608,10.34,4943.709,-0.673,-0.166,-0.459,-0.334,0.506,0.214,0.338,0
-0.226,129.353,1.561,233.989,-150.081,150.096,6.698,4366.279,-0.37,0.095,-0.087,-0.073,0.465,0.283,0.297,0
0.012,74.944,0.995,108.761,101.409,83.293,10.354,4527.665,-0.704,-0.189,-0.479,-0.357,0.515,0.225,0.347,0
-0.202,-18.111,1.596,187.919,4.842,181.67,3.475,8430.604,0.061,0.527,0.404,0.308,0.466,0.342,0.246,0
0.267,-25.264,2.837,169.836,177.269,326.858,8.182,5939.694,-0.555,-0.086,-0.282,-0.247,0.469,0.273,0.308,1
-0.332,-188.325,1.008,229.709,-49.202,253.992,5.532,5395.171,-0.066,0.392,0.257,0.201,0.458,0.323,0.267,0
-0.189,-248.192,0.652,16.354,161.678,99.583,7.982,8980.81,-0.497,-0.008,-0.312,-0.174,0.49,0.185,0.323,0
-0.063,-11.513,0.508,252.898,-26.886,215.448,6.403,7008.275,-0.155,0.28,0.175,0.099,0.435,0.329,0.254,0
0.242,63.919,5.051,341.765,-80.035,82.835,5.203,5830.662,-0.234,0.219,0.05,0.038,0.453,0.284,0.272,0
0.02,-26.59,0.342,90.492,130.686,80.068,0.065,9883.119,0.409,0.823,0.82,0.537,0.414,0.411,0.128,0
-0.236,-31.399,6.46,352.022,-85.854,251.165,1.056,4297.405,0.072,0.542,0.441,0.303,0.47,0.369,0.23,0
0.373,4.192,1.118,350.293,13.582,96.902,8.86,4988.712,-0.539,-0.076,-0.287,-0.238,0.463,0.252,0.301,0
0.235,-13.519,2.931,269.057,-78.312,318.909,2.515,5280.117,0.026,0.488,0.368,0.265,0.463,0.343,0.239,1
0.255,-41.085,1.13,204.64,18.07,92.745,6.306,11377.244,-0.262,0.184,0.022,0.012,0.446,0.285,0.274,0
0.447,71.319,7.819,333.292,85.847,158.985,5.665,5450.371,-0.324,0.115,-0.047,-0.061,0.439,0.277,0.263,0
0.019,-114.825,1.216,137.494,161.739,129.073,7.118,5553.967,-0.295,0.172,0.012,0.003,0.467,0.307,0.298,0
-0.261,-505.063,0.371,177.032,109.38,-17.299,9.356,6667.46,-0.477,-0.026,-0.236,-0.188,0.452,0.242,0.29,1
0.092,55.215,2.937,283.49,-100.46,92.425,1.896,8927.078,0.097,0.567,0.462,0.33,0.47,0.365,0.233,0
0.012,149.301,0.989,181.503,169.211,161.065,2.486,4609.161,0.125,0.577,0.489,0.339,0.452,0.364,0.214,0
0.267,-30.331,5.16,62.156,-9.587,276.089,5.345,5880.112,-0.125,0.326,0.181,0.139,0.451,0.305,0.263,0
0.11,-58.925,2.255,93.677,22.375,200.292,4.628,4634.266,-0.056,0.39,0.256,0.189,0.445,0.312,0.244,0
-0.256,4.958,3.024,159.248,116.512,286.908,3.987,4354.692,0.007,0.45,0.334,0.24,0.443,0.326,0.233,1
-0.022,3.855,5.232,219.537,34.926,234.465,0.059,6847.208,0.179,0.643,0.57,0.387,0.464,0.391,0.208,0
-0.423,128.666,8.844,233.337,51.405,199.606,4.506,5410.08,-0.252,0.198,0.034,0.013,0.45,0.286,0.264,1
0.279,-182.269,1.717,115.237,77.529,172.357,3.149,6628.34,0.102,0.556,0.448,0.329,0.453,0.346,0.227,0
-0.023,-219.912,1.309,200.081,24.907,319.21,4.942,7350.24,-0.024,0.429,0.304,0.229,0.453,0.328,0.253,0
0.487,-75.239,2.482,63.389,1.071,300.509,2.138,11734.688,0.08,0.57,0.471,0.33,0.489,0.391,0.249,0
-0.072,61.831,0.518,105.586,-36.272,52.346,2.679,6173.996,0.19,0.638,0.567,0.392,0.448,0.377,0.202,0
0.132,10.89,1.801,137.994,80.955,216.266,4.149,4860.184,0.05,0.485,0.355,0.275,0.434,0.305,0.224,0
-0.371,31.178,0.374,250.902,-235.155,-213.501,7.605,5199.608,-0.394,0.065,-0.081,-0.098,0.459,0.313,0.296,0
0.3,-23.586,2.498,133.784,-105.4,221.366,6.236,4947.241,-0.303,0.15,-0.022,-0.022,0.454,0.282,0.282,0
-0.097,89.745,0.842,44.755,-170.437,290.557,9.125,4517.594,-0.636,-0.169,-0.379,-0.331,0.468,0.257,0.305,0
0.384,-10.569,0.513,278.205,266.015,18.843,8.867,4487.262,-0.646,-0.183,-0.425,-0.348,0.462,0.22,0.297,0
0.361,72.997,4.06,237.229,1.259,138.212,7.569,5110.277,-0.429,0.032,-0.157,-0.131,0.461,0.272,0.298,0
-0.347,-8.558,2.607,295.263,-264.95,93.928,6.848,5021.51,-0.309,0.127,-0.025,-0.041,0.436,0.284,0.268,0
0.01,-16.376,2.102,60.974,8.009,268.48,0.236,9470.787,0.246,0.698,0.648,0.433,0.452,0.401,0.187,0
-0.215,25.853,7.249,16.585,-77.667,192.49,1.459,7563.508,0.092,0.561,0.454,0.324,0.468,0.361,0.231,1
0.386,198.955,0.779,356.836,143.176,17.831,6.394,5539.151,-0.154,0.289,0.151,0.111,0.444,0.306,0.265,0
-0.025,-14.031,3.96,276.684,-30.55,117.133,1.539,4631.171,0.148,0.613,0.529,0.366,0.466,0.382,0.218,1
-0.058,-107.773,1.968,176.726,-56.408,77.7,9.856,5443.57,-0.534,-0.073,-0.321,-0.237,0.461,0.213,0.297,0
0.169,105.703,1.978,151.929,16.269,211.009,5.9,5064.482,-0.133,0.327,0.175,0.145,0.46,0.308,0.279,0
0.145,33.265,0.485,15.595,-326.585,127.104,7.004,5109.227,-0.347,0.088,-0.055,-0.078,0.435,0.292,0.269,0
-0.134,-86.686,3.37,240.669,27.665,339.535,3.394,5798.383,0.064,0.521,0.41,0.298,0.457,0.347,0.234,1
0.107,-181.2,1.139,241.698,-173.162,53.242,7.4,4455.5,-0.334,0.113,-0.037,-0.051,0.447,0.297,0.283,0
0.233,-205.493,1.682,2.574,-107.617,247.308,8.977,4668.162,-0.499,-0.02,-0.224,-0.182,0.479,0.276,0.317,0
0.169,-79.373,0.521,195.609,85.869,15.015,4.627,4639.457,0.073,0.522,0.424,0.304,0.449,0.351,0.231,0
-0.346,-38.755,0.79,137.156,-81.141,292.094,8.161,5980.287,-0.441,0.019,-0.153,-0.142,0.46,0.288,0.298,0
0.131,140.885,2.852,267.122,-38.021,161.036,5.533,8586.984,-0.133,0.306,0.152,0.124,0.44,0.285,0.257,0
0.234,-155.047,4.398,241.723,-29.182,200.554,12.103,4918.423,-1.466,-1.067,-1.333,-1.242,0.399,0.133,0.224,0
-0.486,-50.653,4.956,82.613,-118.426,139.857,2.568,5892.729,-0.012,0.445,0.315,0.228,0.457,0.327,0.239,1
0.305,166.353,0.09,128.716,-118.649,41.538,7.994,4442.603,-0.392,-0.008,-0.115,-0.167,0.384,0.277,0.225,0
-0.448,-164.516,0.63,347.801,-29.984,-20.895,8.37,4689.335,-0.562,-0.108,-0.295,-0.269,0.455,0.267,0.293,0
0.203,-28.514,1.129,235.491,454.294,173.198,8.801,4763.266,-0.596,-0.14,-0.341,-0.303,0.455,0.255,0.293,1
-0.113,-57.417,0.799,73.438,-228.655,175.588,5.896,5989.053,-0.172,0.277,0.117,0.098,0.449,0.288,0.27,0
0.029,72.271,6.029,195.448,-65.076,238.032,1.336,7730.488,0.065,0.535,0.423,0.301,0.47,0.358,0.235,1
0.072,-154.293,6.108,148.915,22.061,-23.878,7.824,6181.652,-0.715,-0.255,-0.477,-0.418,0.461,0.238,0.297,1
0.28,-49.303,8.433,181.695,-57.668,208.322,4.84,7198.132,-0.286,0.168,-0.009,-0.013,0.454,0.277,0.273,0
0.154,169.211,1.372,11.665,23.431,-8.291,8.503,4526.37,-0.573,-0.121,-0.316,-0.283,0.452,0.257,0.29,0
0.063,-35.339,0.549,191.806,40.826,-191.572,8.479,4469.133,-0.499,-0.013,-0.283,-0.178,0.486,0.216,0.321,0
0.084,11.049,7.879,170.216,35.12,187.304,5.568,4927.435,-0.198,0.254,0.075,0.076,0.452,0.273,0.274,0
-0.42,-74.371,0.736,180.563,-0.643,125.624,5.298,6114.046,-0.036,0.382,0.271,0.188,0.417,0.307,0.224,0
0.278,-47.94,5.679,197.728,31.003,215.511,3.457,5118.885,-0.069,0.383,0.236,0.18,0.452,0.304,0.249,0
-0.08,-17.731,0.314,108.27,-169.161,107.612,1.897,7570.73,0.267,0.703,0.638,0.448,0.436,0.371,0.18,0
-0.485,-126.299,4.86,222.776,-62.202,294.447,4.062,5367.267,-0.169,0.28,0.125,0.087,0.45,0.295,0.256,1
-0.094,-145.347,0.599,76.837,230.944,123.597,7.25,6043.236,-0.329,0.112,-0.032,-0.052,0.442,0.297,0.277,0
0.055,68.746,0.424,258.614,-170.048,91.383,2.167,6795.352,0.146,0.614,0.533,0.367,0.468,0.387,0.222,0
-0.072,-32.329,2.095,156.359,53.831,145.664,5.911,4385.851,-0.154,0.31,0.144,0.13,0.464,0.299,0.284,0
-0.109,3.245,8.273,342.337,-18.242,219.99,3.749,5076.789,-0.116,0.345,0.209,0.143,0.461,0.325,0.259,1
-0.375,86.627,5.328,222.083,97.912,280.091,3.805,7866.104,-0.091,0.362,0.201,0.165,0.453,0.292,0.256,1
-0.049,51.912,4.428,83.341,-75.592,263.102,2.108,4996.459,0.14,0.599,0.509,0.357,0.459,0.369,0.217,1
0.497,-181.351,2.809,1.894,291.766,200.758,11.306,4441.477,-1.546,-1.041,-1.364,-1.216,0.505,0.182,0.331,0
0.063,-178.414,7.182,194.951,-23.832,227.431,10.713,4002.335,-0.911,-0.407,-0.724,-0.578,0.504,0.188,0.333,0
0.292,-102.395,2.758,347.609,-341.451,173.01,8.174,4886.476,-0.556,-0.081,-0.299,-0.244,0.475,0.257,0.312,1
0.143,-249.009,3.46,344.938,-25.912,62.017,10.985,4972.549,-0.993,-0.484,-0.744,-0.654,0.508,0.249,0.338,1
0.005,-13.4,2.941,174.186,-20.255,261.023,0.075,9607.999,0.242,0.696,0.645,0.43,0.454,0.404,0.188,0
0.0,46.582,0.253,264.639,-60.502,163.567,0.191,8260.874,0.388,0.836,0.839,0.544,0.448,0.451,0.156,0
-0.31,-27.201,0.2,274.713,-225.119,-78.207,8.184,5054.39,-0.469,-0.013,-0.194,-0.174,0.456,0.275,0.294,0
-0.03,122.543,3.247,45.045,-125.813,240.048,2.146,6808.523,0.03,0.495,0.375,0.269,0.465,0.345,0.239,0
0.011,58.468,4.189,206.875,24.584,267.765,1.976,5233.468,0.078,0.55,0.43,0.319,0.472,0.352,0.241,0
-0.001,-10.694,2.771,114.044,-1.458,264.183,0.061,7209.802,0.225,0.685,0.63,0.421,0.459,0.405,0.195,0
0.052,149.157,7.762,205.328,94.224,63.528,4.607,4408.82,-0.123,0.332,0.17,0.141,0.455,0.293,0.264,1
-0.049,17.144,9.219,338.542,37.435,156.432,0.319,8036.468,0.164,0.63,0.548,0.378,0.466,0.384,0.214,1
0.184,54.292,2.769,227.949,-41.489,264.57,0.996,4909.361,0.096,0.564,0.457,0.325,0.468,0.361,0.229,0
-0.019,-125.817,2.627,77.799,-106.467,266.258,5.877,4995.765,-0.071,0.393,0.261,0.205,0.464,0.332,0.276,0
-0.182,90.868,6.374,354.694,51.452,414.488,1.828,10372.758,-0.065,0.401,0.26,0.186,0.466,0.325,0.251,1
-0.241,9.011,2.482,109.143,-147.418,197.76,1.147,5044.345,0.201,0.659,0.594,0.402,0.458,0.393,0.201,0
0.222,-136.342,0.434,308.339,-115.335,94.388,4.052,5040.618,0.154,0.581,0.503,0.353,0.428,0.35,0.199,0
-0.085,198.493,0.856,66.109,-2.102,-352.488,9.27,4791.0,-0.47,0.019,-0.186,-0.143,0.489,0.284,0.327,0
-0.137,132.065,3.276,146.001,252.439,159.631,4.412,6289.302,-0.158,0.298,0.138,0.106,0.455,0.296,0.264,0
0.29,121.441,0.925,279.446,223.967,87.532,1.92,5439.172,0.138,0.609,0.512,0.367,0.471,0.375,0.229,0
-0.154,-22.296,6.828,33.85,-85.832,155.934,1.235,7266.889,0.09,0.561,0.456,0.322,0.47,0.366,0.232,0
0.08,6.763,0.504,278.677,-215.162,6.104,6.793,4709.733,-0.273,0.162,0.017,-0.007,0.435,0.289,0.265,0
-0.257,-11.823,4.525,131.078,97.651,272.036,2.164,8921.151,-0.027,0.439,0.302,0.222,0.466,0.329,0.249,1
0.096,-12.125,1.425,270.901,-279.18,106.139,9.022,4883.846,-0.657,-0.201,-0.452,-0.366,0.456,0.205,0.291,0
-0.38,76.964,2.187,207.721,-83.357,121.156,8.002,5377.851,-0.469,-0.04,-0.23,-0.203,0.429,0.238,0.266,0
0.222,72.195,0.387,113.047,-276.633,160.228,2.823,7244.587,0.143,0.605,0.522,0.365,0.461,0.378,0.222,0
0.457,-39.008,3.452,305.016,-7.789,260.708,3.045,5901.345,-0.1,0.371,0.22,0.166,0.471,0.32,0.266,0
0.082,-105.255,9.71,49.442,25.351,172.393,2.466,5234.484,-0.016,0.45,0.339,0.227,0.467,0.355,0.243,1
-0.343,-101.165,0.14,314.551,37.778,73.425,2.47,10291.389,0.17,0.624,0.547,0.379,0.454,0.377,0.209,0
-0.05,2.13,7.591,130.832,61.964,159.967,0.236,6638.218,0.202,0.663,0.597,0.405,0.461,0.395,0.203,1
0.223,169.111,0.182,299.595,-177.271,215.212,6.608,7984.319,-0.252,0.186,0.043,0.015,0.438,0.295,0.267,0
-0.023,-60.513,5.141,204.837,-123.757,68.4,6.807,7784.745,-0.251,0.194,0.064,0.024,0.445,0.315,0.275,0
-0.219,-13.073,1.849,288.946,-9.655,268.567,2.802,7300.918,0.138,0.599,0.502,0.364,0.461,0.363,0.226,0
0.277,47.57,2.352,54.516,100.783,285.457,1.436,6634.128,0.168,0.635,0.552,0.386,0.467,0.384,0.218,0
0.474,34.018,7.833,109.809,56.032,225.345,10.122,5173.318,-0.776,-0.328,-0.525,-0.492,0.448,0.251,0.284,1
0.236,140.222,1.763,202.078,143.408,205.036,2.848,4593.687,0.064,0.52,0.405,0.296,0.456,0.341,0.232,0
0.014,-199.863,0.402,193.419,-85.17,189.538,7.975,5270.618,-0.475,0.029,-0.237,-0.136,0.504,0.237,0.339,0
0.164,-1.353,6.212,207.811,27.166,146.213,4.644,5420.606,-0.119,0.339,0.165,0.15,0.458,0.284,0.269,0
-0.121,143.892,1.295,3.946,-46.025,354.776,6.809,5042.362,-0.244,0.192,0.051,0.023,0.436,0.295,0.267,0
0.203,5.554,5.317,116.853,38.274,124.617,2.298,7805.737,0.015,0.486,0.363,0.261,0.472,0.349,0.246,0
0.29,257.332,0.21,4.802,257.954,-180.119,5.494,5407.886,-0.178,0.277,0.093,0.097,0.455,0.27,0.275,0
0.288,-353.404,0.697,189.144,-156.563,152.344,7.093,4522.825,-0.303,0.159,-0.015,-0.008,0.462,0.288,0.295,0
-0.351,-16.568,3.474,114.0,119.575,194.975,4.955,4387.058,-0.085,0.364,0.226,0.17,0.448,0.31,0.255,0
0.169,51.054,5.814,289.057,187.832,256.98,1.719,10096.36,0.007,0.476,0.348,0.252,0.469,0.341,0.244,1
-0.134,-98.563,0.427,38.911,230.039,99.363,8.867,6504.985,-0.608,-0.133,-0.39,-0.298,0.475,0.218,0.31,0
0.03,-22.437,1.177,350.663,-46.781,193.039,4.601,6677.021,0.047,0.508,0.391,0.295,0.46,0.344,0.247,0
-0.276,-14.706,5.402,301.4,-27.4,119.139,1.727,6899.041,0.161,0.628,0.54,0.381,0.467,0.379,0.221,0
0.373,43.998,2.74,342.439,-75.219,435.14,5.043,6904.267,-0.18,0.271,0.105,0.087,0.451,0.285,0.267,1
-0.306,-117.84,0.322,125.45,-20.972,279.288,9.445,4737.389,-0.528,-0.076,-0.29,-0.238,0.452,0.238,0.29,0
0.208,-32.925,9.951,69.768,-3.357,-14.841,11.281,4597.012,-1.237,-0.729,-1.077,-0.903,0.507,0.16,0.334,1
0.005,-5.524,2.202,196.787,80.888,218.527,0.012,8802.325,0.3,0.744,0.714,0.47,0.444,0.414,0.17,0
0.416,101.524,0.442,68.908,-437.359,260.992,8.006,5452.929,-0.424,0.004,-0.185,-0.158,0.428,0.239,0.266,0
0.356,40.747,1.671,128.893,-2.8,330.659,5.362,9530.604,-0.043,0.386,0.264,0.193,0.429,0.308,0.236,0
0.355,123.589,0.721,158.262,-4.814,-273.761,10.011,4775.221,-0.715,-0.256,-0.441,-0.418,0.459,0.273,0.296,0
-0.023,32.003,1.449,38.243,-177.838,5.523,6.724,6193.971,-0.259,0.191,0.047,0.02,0.45,0.306,0.279,0
0.195,52.665,1.504,213.49,93.783,296.148,1.305,6765.185,0.208,0.666,0.599,0.41,0.458,0.391,0.202,0
0.173,69.632,0.315,270.457,417.389,8.095,5.477,5490.778,-0.093,0.364,0.203,0.179,0.457,0.296,0.271,0
0.367,-43.167,1.85,326.991,-74.579,170.09,5.215,5899.737,-0.082,0.368,0.239,0.175,0.45,0.321,0.257,0
0.162,-193.296,0.703,39.304,192.891,39.575,8.181,4419.172,-0.407,0.016,-0.08,-0.141,0.424,0.328,0.267,0
0.395,-101.851,2.548,82.703,-14.294,-9.632,8.494,4924.162,-0.509,-0.029,-0.216,-0.189,0.48,0.293,0.32,0
0.112,3.148,3.552,135.136,-35.593,314.883,0.43,8490.894,0.206,0.665,0.6,0.406,0.459,0.395,0.2,0
0.369,-86.782,1.231,202.881,178.466,223.608,6.343,5867.708,-0.24,0.199,0.038,0.027,0.439,0.278,0.267,0
-0.017,49.936,1.239,190.345,35.133,270.866,2.691,12229.169,0.165,0.614,0.531,0.374,0.449,0.366,0.209,0
0.125,-43.334,1.52,137.436,55.331,31.817,9.858,6009.648,-0.583,-0.122,-0.327,-0.284,0.461,0.256,0.299,0
-0.112,17.651,0.92,84.711,106.255,64.827,3.018,4420.597,0.179,0.628,0.549,0.388,0.45,0.371,0.21,0
0.097,57.362,2.983,283.219,52.459,11.592,5.515,4631.654,-0.218,0.225,0.065,0.046,0.443,0.283,0.264,0
-0.368,98.468,3.57,275.616,0.187,379.023,3.867,11832.799,-0.26,0.192,0.029,-0.0,0.452,0.289,0.26,1
-0.081,-214.253,0.482,71.456,-14.924,-125.652,6.706,5827.596,-0.12,0.279,0.149,0.106,0.399,0.269,0.226,0
-0.105,146.135,0.51,339.52,-213.554,411.91,8.981,5702.972,-0.545,-0.07,-0.289,-0.233,0.474,0.256,0.312,0
-0.411,-31.046,6.322,277.778,-182.42,328.442,5.04,5993.262,-0.258,0.193,0.022,0.011,0.451,0.279,0.269,1
0.223,-7.864,2.052,356.476,62.299,216.173,2.733,6938.923,0.114,0.567,0.469,0.333,0.453,0.356,0.219,0
-0.048,-101.274,0.654,88.553,85.546,30.286,2.081,5474.524,0.193,0.656,0.572,0.408,0.463,0.38,0.215,0
0.343,30.294,4.857,218.911,-169.971,90.831,7.955,4767.383,-0.614,-0.138,-0.366,-0.302,0.476,0.248,0.312,1
-0.111,83.717,0.305,260.435,-147.447,83.238,4.766,4211.319,0.102,0.561,0.453,0.344,0.459,0.351,0.242,0
-0.446,-22.879,5.144,47.295,-144.512,154.53,2.69,8918.49,-0.037,0.43,0.296,0.213,0.466,0.333,0.25,0
-0.104,-55.458,0.743,294.485,78.414,63.288,2.929,9035.301,0.249,0.665,0.608,0.42,0.417,0.36,0.171,0
-0.033,-91.574,0.988,334.576,-38.29,1.034,7.685,5089.643,-0.397,0.051,-0.083,-0.111,0.448,0.314,0.287,0
-0.456,-45.91,5.844,279.899,22.995,141.74,3.702,5363.94,-0.145,0.312,0.16,0.115,0.457,0.305,0.26,1
0.04,69.658,1.903,312.062,24.663,240.795,1.899,11003.495,0.152,0.62,0.525,0.376,0.467,0.373,0.224,0
0.322,109.819,0.611,271.367,57.797,-104.63,9.812,4970.591,-0.721,-0.248,-0.488,-0.412,0.473,0.233,0.309,0
-0.134,-122.667,0.755,79.181,-126.173,264.629,6.019,6029.165,-0.081,0.39,0.288,0.198,0.471,0.369,0.279,0
0.054,-22.957,1.823,125.185,183.504,166.917,5.645,5517.789,-0.116,0.331,0.205,0.144,0.447,0.321,0.26,0
0.022,-1.524,1.296,124.805,-48.895,263.649,1.598,7111.788,0.192,0.655,0.587,0.401,0.463,0.395,0.209,0
0.028,-14.389,0.954,153.503,18.261,249.108,0.985,8007.265,0.284,0.727,0.69,0.459,0.443,0.405,0.174,0
0.272,229.341,0.238,26.637,102.323,155.069,9.283,5469.257,-0.429,0.051,-0.166,-0.112,0.48,0.263,0.317,0
0.13,-101.751,6.444,196.697,82.281,111.243,6.107,5391.048,-0.231,0.232,0.098,0.053,0.462,0.329,0.284,1
-0.451,17.658,4.55,47.452,-165.899,205.989,3.916,4807.075,0.039,0.481,0.375,0.264,0.441,0.336,0.225,0
0.486,-318.879,1.405,157.506,-133.06,-81.289,9.295,5436.86,-0.513,-0.081,-0.269,-0.242,0.432,0.244,0.271,0
0.353,-81.446,0.512,293.53,177.315,82.235,7.698,5402.045,-0.399,0.03,-0.128,-0.132,0.429,0.271,0.266,0
0.019,80.738,1.694,310.431,-140.723,74.695,8.007,4733.658,-0.553,-0.103,-0.263,-0.263,0.449,0.289,0.289,0
-0.307,122.046,2.552,337.723,223.515,-73.84,9.272,5155.12,-0.491,-0.043,-0.262,-0.206,0.447,0.229,0.284,1
0.461,17.499,0.89,229.079,-207.888,-168.734,8.163,4725.583,-0.517,-0.046,-0.228,-0.207,0.47,0.288,0.309,0
0.195,119.504,0.693,302.302,-188.061,228.958,6.637,8304.34,-0.225,0.213,0.074,0.042,0.438,0.299,0.267,0
0.363,36.489,5.928,245.067,205.693,76.071,8.588,4951.284,-0.499,-0.04,-0.259,-0.202,0.46,0.24,0.297,0
0.403,70.561,9.184,19.099,35.417,277.082,3.356,5759.34,-0.136,0.324,0.171,0.124,0.46,0.307,0.26,0
-0.481,87.977,2.818,357.133,103.227,41.157,10.061,5217.273,-0.661,-0.228,-0.463,-0.393,0.434,0.198,0.268,0
-0.001,4.044,0.774,131.619,218.805,312.852,2.663,5960.822,0.107,0.567,0.47,0.333,0.46,0.363,0.226,0
0.262,226.167,0.763,245.296,102.306,-187.246,6.553,6828.096,-0.281,0.178,-0.005,0.008,0.459,0.277,0.289,0
0.022,50.754,0.743,76.703,-3.665,229.807,2.395,4547.632,0.154,0.599,0.508,0.358,0.444,0.354,0.204,0
0.032,-44.482,0.437,2.492,-12.744,116.367,2.166,8412.547,0.164,0.623,0.548,0.374,0.459,0.385,0.21,0
-0.438,123.062,0.456,77.282,93.852,49.521,6.184,6992.338,-0.143,0.294,0.187,0.113,0.437,0.33,0.256,0
0.45,174.905,1.793,122.005,13.197,235.682,7.165,5375.294,-0.403,0.041,-0.138,-0.124,0.444,0.265,0.279,0
-0.108,-64.442,0.517,157.842,281.775,142.029,5.643,5521.725,-0.023,0.431,0.298,0.24,0.455,0.321,0.263,0
-0.131,46.043,0.371,41.775,-148.529,122.67,5.096,6010.035,0.043,0.479,0.384,0.271,0.436,0.341,0.228,0
0.468,98.416,4.3,291.761,122.972,42.806,5.741,5556.362,-0.237,0.208,0.049,0.03,0.445,0.286,0.267,1
0.073,-294.647,0.938,297.563,-2.642,258.878,8.346,5104.882,-0.483,-0.02,-0.225,-0.183,0.463,0.258,0.3,0
-0.032,-11.865,0.361,260.177,-34.372,165.728,1.679,6280.501,0.247,0.704,0.646,0.444,0.456,0.398,0.196,0
-0.38,101.645,8.525,318.088,-8.799,139.265,4.233,4963.258,-0.212,0.248,0.075,0.06,0.459,0.286,0.271,1
0.146,-161.737,2.862,346.164,-26.567,-133.246,10.338,4999.836,-0.889,-0.415,-0.679,-0.583,0.474,0.211,0.306,0
-0.012,123.868,0.064,246.722,-230.839,-91.639,6.511,5605.052,-0.11,0.302,0.172,0.127,0.411,0.281,0.237,0
-0.139,10.932,0.705,343.432,67.164,95.135,4.805,5188.956,0.106,0.561,0.465,0.34,0.454,0.359,0.234,0
-0.021,-63.729,0.947,139.606,-13.445,353.674,1.705,6045.193,0.216,0.673,0.602,0.419,0.457,0.386,0.203,0
-0.232,-53.839,6.962,306.991,-74.551,197.69,3.211,8770.452,-0.13,0.327,0.177,0.126,0.457,0.308,0.256,1
-0.097,-46.372,4.783,225.849,98.606,179.966,2.098,5822.602,0.075,0.54,0.429,0.306,0.464,0.354,0.23,0
-0.03,11.801,7.443,357.417,108.724,-1.81,5.469,4957.94,-0.288,0.142,-0.034,-0.034,0.431,0.255,0.254,0
0.012,-41.761,0.588,38.271,-85.347,108.742,0.626,9225.794,0.319,0.758,0.716,0.489,0.438,0.396,0.17,0
